"X","PLOT_ID","期数","副总体","样地号","新样地号","市","县","省","x","y","经度_F","纬度_F","针叶","阔叶","sz1","psz1","sz2","psz2","sz3","psz3","硬阔","软阔","森林类型65","二级森林类型65","样地面积","Dmax","Dmin","Dg","N_ha","AGE","BA","V_ha","S","aSDI","bio_plot","Bio","Car_1_plot","Car_1_ha","Car_2_plot","Car_2_ha","Car_3_plot","Car_3_ha","起源","优势树种","龄组","平均胸径","H","郁闭度","地貌","海拔","坡向","坡位","坡度","土壤名称","土层厚度","腐殖层","枯枝落叶","地类","样地类别","林种","植被类型","森林群落","林层结构","树种结构","自然度","可及度","经营等级","灾害类型","活立蓄积","林木蓄积","散生蓄积","四旁蓄积","枯损蓄积","采伐蓄积","name","分区","Plot","ID","code"
19680,6220002888,9,6220,2888,"2888",6205,620503,62,18597020,3795919,106.053698997,34.2862742643,7,93,410,40,490,35,460,11,86,7,"阔叶混","栎类阔叶混",0.08,42,5.5,19.23285579251,775,60,22.5153723967652,137.725,727.844859015474,678.01275959848,7650.46012679445,95.6307515849307,4241.83270876687,53022.9088595859,3679.06123617167,45988.2654521458,3678.47601448949,45980.9501811187,11,620,2,192,13.5,70,3,1590,6,3,26,122,60,5,3,111,11,111,121,1,0,7,3,0,0,12,11.018,11.018,0,0,0.171,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",658,6220002888,1
865,1400024249,6,1400,24249,"24249",1405,140522,14,19612042,3907955,112.231740986,35.2944405278,11,89,410,58,490,31,210,11,89,0,"阔叶混","栎类阔叶混",0.067,35.6,5.3,13.4242675369686,1090,66,15.4212343265057,57.8358208955224,574.827803290352,535.603702780679,6403.7448418728,95.5782812219821,3670.43546303577,54782.6188512801,3087.16820698089,46077.1374176252,3087.74175729403,46085.6978700602,11,410,3,136,5,40,3,1600,8,2,30,5,51,0,0,111,11,117,0,0,0,0,0,3,0,0,3.875,3.875,0,0,0,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",659,1400024249,1
8207,6220003423,7,6220,3423,"3423",6208,620824,62,18635093,3891995,106.316935301,35.1223461891,32,68,410,59,200,28,150,4,68,0,"阔叶混","栎类阔叶混",0.08,28.9,5,10.3688499673488,1762,16,14.8826472428968,70.9125,613.903852473699,557.623303953376,7631.61601057737,95.3952001322171,4274.84895225915,53435.6119032393,3714.51645827083,46431.4557283854,3717.24564190834,46465.5705238543,21,200,1,87,8.6,75,3,2220,2,3,32,122,30,8,3,111,11,112,221,2,0,6,5,0,0,0,5.673,5.673,0,0,0.08,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",660,6220003423,1
17394,410001758,9,410,1758,"1758",4103,410325,41,19599918,3760048,112.081044811,33.96267582,0,100,410,51,490,39,460,7,97,3,"阔叶混","栎类阔叶混",0.08,24.7,5,10.803781715048,1912,21,17.5324628364753,77.3125,711.580282226512,681.514919733995,7624.23408684823,95.3029260856028,4343.15386193356,54289.4232741695,3649.94935414005,45624.3669267506,3652.46751871482,45655.8439839352,13,620,1,108,7,70,3,1230,4,3,37,113,20,2,4,111,11,112,121,1,0,7,4,0,0,0,6.185,6.185,0,0,0.067,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",661,410001758,1
15413,1400012067,9,1400,12067,"12067",1411,141122,14,19550087,4169951,111.567645712,37.6603522437,35,65,410,36,200,35,590,13,37,28,"阔叶混","栎类阔叶混",0.067,40.2,5.1,13.2735953431364,1075,99,14.870470933833,62.7014925373134,556.739431902439,507.852059701876,6377.84861437804,95.1917703638513,3388.12720826005,50569.0628098515,3140.18792140186,46868.4764388337,3138.62887515317,46845.2070918383,11,630,4,184,8.8,50,3,1800,1,3,30,113,53,0,2,111,11,233,113,2,0,6,2,2,3,0,4.201,4.201,0,0,0.231,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",662,1400012067,1
6781,6100002210,7,6100,2210,"2210",6106,610628,61,19295970,3983985,109.004341875,35.9688579419,0,100,410,53,590,27,490,12,72,28,"阔叶混","栎类阔叶混",0.08,29,7.2,15.3769627562324,762,58,14.1602478296809,62.85,499.722703777455,480.734280929286,7603.28258622915,95.0410323278644,4178.13162048147,52226.6452560184,3635.1934255398,45439.9178192475,3636.93053710753,45461.6317138442,11,410,4,164,7,60,3,1400,1,3,25,122,80,2,2,111,11,233,121,2,0,7,4,1,1,0,5.028,5.028,0,0,0.663,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",663,6100002210,1
3397,6220003666,6,6220,3666,"3666",6210,621024,62,19284049,4014951,108.498344357,36.212008803,0,100,410,63,530,20,490,10,73,27,"阔叶混","栎类阔叶混",0.08,40.7,5.5,13.7138040328944,950,33,14.0323162863405,67.2,518.452478115492,487.618975193016,7597.04606153459,94.9630757691823,4226.61451151274,52832.6813939093,3629.15638067784,45364.454758473,3631.41031366454,45392.6289208067,11,410,1,159,8.2,80,3,1380,2,3,16,9,65,0,0,111,11,117,0,0,0,0,0,0,0,0,5.376,5.376,0,0,2.194,0.542,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",664,6220003666,1
17328,410001634,9,410,1634,"1634",4103,410324,41,19568091,3731922,111.734556599,33.7116682006,0,100,410,61,590,29,490,10,71,29,"阔叶混","栎类阔叶混",0.08,23.4,5.1,12.4395665332029,1288,30,15.6475956016148,73.15,601.070123755444,574.981911332325,7596.00473731066,94.9500592163832,4204.82116097437,52560.2645121796,3625.93146860583,45324.1433575729,3627.7750803017,45347.1885037712,13,620,2,124,9.1,85,3,1020,5,4,29,113,20,5,13,111,11,111,121,2,0,7,3,0,0,0,5.852,5.852,0,0,0.269,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",665,410001634,1
2034,6100002313,6,6100,2313,"2313",6106,610631,61,19408002,3967987,109.361910365,35.8305070209,0,100,410,57,420,35,530,8,92,8,"阔叶混","栎类阔叶混",0.08,32.2,5,17.1483879505429,538,62,12.4140917279534,65.075,420.298199179314,388.816350815452,7578.06732191704,94.7258415239629,4128.79937509571,51609.9921886963,3649.08445543026,45613.5556928782,3649.50484792475,45618.8105990594,11,410,5,218,11.5,60,2,1510,2,2,5,6,1,0,0,111,11,233,0,0,1,0,0,1,0,0,5.206,5.206,0,0,0.595,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",666,6100002313,1
19795,6220003419,9,6220,3419,"3419",6208,620825,62,18623064,3891931,106.350488797,35.1487538976,1,99,410,30,420,25,421,16,71,28,"阔叶混","栎类阔叶混",0.08,37.2,6,16.1361896178935,812,31,16.6155693855711,87.3375,575.338548061224,548.556640378544,7576.52252948488,94.706531618561,3850.67736914272,48133.467114284,3627.16915460631,45339.6144325788,3625.03387766974,45312.9234708717,11,410,1,141,13.1,65,3,2223,2,4,26,122,45,20,10,111,11,112,121,2,0,4,4,0,0,0,6.987,6.987,0,0,0.164,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",667,6220003419,1
2474,6100004334,6,6100,4334,"4334",6110,611026,61,19323978,3748035,109.011913185,33.8431503909,0,100,410,58,490,42,110,0,100,0,"阔叶混","栎类阔叶混",0.08,36.1,5.2,12.3017724190932,1075,16,12.7771420289839,58.025,492.780440082098,449.628863039721,7562.03174289464,94.525396786183,4357.24269025589,54465.5336281986,3626.28119642347,45328.5149552934,3628.36264051142,45354.5330063927,11,410,2,136,7.3,80,3,1600,6,1,32,8,2,0,0,111,11,233,0,0,1,0,0,2,0,0,4.642,4.642,0,0,0,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",668,6100004334,1
2304,6100003881,6,6100,3881,"3881",6103,610330,61,18648135,3783904,110.478948657,34.2182548891,5,95,410,49,530,24,590,13,58,37,"阔叶混","栎类阔叶混",0.08,30.7,5.1,13.8636716783493,988,33,14.9067687839902,90.25,548.679098681239,516.219736090402,7560.51649393412,94.5064561741765,4096.58964116787,51207.3705145984,3613.87478559234,45173.4348199043,3615.64816450031,45195.6020562539,11,410,2,140,13.3,80,3,1350,6,5,10,8,2,0,0,111,11,233,0,0,1,0,0,2,0,0,7.22,7.22,0,0,0.311,0.13,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",669,6100003881,1
3070,6220002463,6,6220,2463,"2463",6205,620525,62,18641047,3855887,106.443909254,34.8498829346,0,100,410,61,590,23,490,15,77,23,"阔叶混","栎类阔叶混",0.08,35.9,5.3,14.2033500103022,825,30,13.0714994431482,71.6875,476.308160775794,442.298947655012,7553.81936104009,94.4227420130011,4245.00970954156,53062.6213692695,3613.98234652815,45174.7793316019,3615.71292572974,45196.4115716217,11,590,2,107,10.3,70,3,2120,5,3,20,7,40,0,0,111,11,117,0,0,0,0,0,0,0,0,5.735,5.735,0,0,0,0.397,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",670,6220002463,1
8181,6220003019,7,6220,3019,"3019",6205,620503,62,18606021,3780958,106.052173089,34.1540457519,12,88,410,45,490,43,210,12,88,0,"阔叶混","栎类阔叶混",0.08,38.1,5.3,14.1284776461236,838,66,13.1300214237984,71.1875,479.726757453619,446.515479026073,7553.09433210133,94.4136791512666,4318.13310422408,53976.663802801,3650.58774168504,45632.346771063,3649.54010218302,45619.2512772877,11,620,2,136,9.9,80,3,1544,6,4,35,112,50,5,2,111,11,111,121,1,0,7,2,0,0,0,5.695,5.695,0,0,0.945,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",671,6220003019,1
19671,6220002877,9,6220,2877,"2877",6205,620503,62,18644949,3798956,106.542364233,34.3079758599,0,100,410,50,490,22,535,12,76,24,"阔叶混","栎类阔叶混",0.08,40.2,6.1,18.8850808594977,538,50,15.0558766253112,89.475,490.681726542163,470.678127573414,7550.31982496794,94.3789978120992,4166.75806187267,52084.4757734084,3607.22434439119,45090.3043048899,3609.28310520548,45116.0388150685,11,620,2,189,12,60,3,1200,6,5,5,122,25,3,3,111,11,125,121,1,0,7,3,0,0,0,7.158,7.158,0,0,0,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",672,6220002877,1
17665,410003032,9,410,3032,"3032",4113,411323,41,19576033,3719945,111.81920274,33.6031576903,0,100,410,36,590,35,490,27,64,36,"阔叶混","栎类阔叶混",0.08,38.4,5.2,17.8045959337368,688,30,17.116967573084,95,570.872800125221,540.160488514506,7533.71293977224,94.171411747153,4103.52767645914,51294.0959557392,3590.74088225861,44884.2610282326,3592.68765295813,44908.5956619766,13,620,2,178,11.8,63,3,1275,6,4,32,111,30,10,5,111,11,233,121,2,0,7,3,0,2,0,7.6,7.6,0,0,0.204,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",673,410003032,1
12398,6100003215,8,6100,3215,"3215",6103,610327,61,18660029,3843920,106.746793357,34.7109892334,0,100,410,60,490,29,510,6,94,6,"阔叶混","栎类阔叶混",0.08,39.1,5.3,17.5797998197399,588,45,14.2601995634503,64.9125,478.048030647749,444.443710519542,6853.8202875439,85.6727535942987,3902.00914609353,48775.1143261691,3277.25407372575,40965.6759215718,3278.62094768528,40982.761846066,11,410,3,201,13.5,50,3,1630,8,4,31,112,20,10,10,111,11,240,121,1,0,7,5,0,2,32,5.193,5.193,0,0,0,0.161,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",674,6100003215,1
19984,6220003802,9,6220,3802,"3802",6210,621024,62,19272067,3990957,108.537699372,36.0233085601,0,100,410,32,590,32,530,29,39,61,"阔叶混","栎类阔叶混",0.08,59.8,5.2,18.8773731591899,575,64,16.0931421622332,76.4,524.084006837001,478.183570907519,7521.26622581778,94.0158278227222,3837.62065018325,47970.2581272906,3563.88003391781,44548.5004239727,3568.16342074223,44602.0427592779,11,620,3,172,8.4,60,3,1400,4,4,45,123,65,2,2,111,11,127,121,1,0,7,3,0,0,0,6.112,6.112,0,0,0.059,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",675,6220003802,1
13682,6220003419,8,6220,3419,"3419",6208,620825,62,18623064,3891931,106.350488797,35.1487538976,1,99,410,31,420,24,421,16,71,28,"阔叶混","栎类阔叶混",0.08,35,5.4,15.1165131756049,850,26,15.2549946946865,78.6125,542.35749214991,517.462202725736,7509.84157778627,93.8730197223283,3843.01096099206,48037.6370124008,3598.03530798727,44975.4413498409,3597.14894693888,44964.361836736,11,410,1,133,12.4,60,3,2223,2,4,26,122,45,20,10,111,11,112,121,2,0,7,3,3,0,0,6.289,6.289,0,0,0.039,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",676,6220003419,1
19703,6220002920,9,6220,2920,"2920",6205,620503,62,18615087,3793008,106.411800338,34.2561071973,1,99,410,51,490,25,460,9,92,7,"阔叶混","栎类阔叶混",0.08,45.5,5.4,13.8711741999086,950,56,14.3562144889256,84.3375,528.034367323376,460.466252441673,7493.27344887342,93.6659181109178,4168.40412942171,52105.0516177714,3593.41745835047,44917.7182293808,3594.10027084751,44926.2533855938,11,620,2,131,12.8,65,3,1700,8,4,16,122,44,3,3,111,11,111,121,1,0,7,3,0,0,0,6.747,4.767,1.98,0,0.027,0.016,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",677,6220002920,1
3302,6220003419,6,6220,3419,"3419",6208,620825,62,18623064,3891931,106.350488797,35.1487538976,5,95,410,53,420,18,421,18,90,5,"阔叶混","栎类阔叶混",0.08,25.9,5.1,11.2379502898686,1638,56,16.242220551123,78.125,649.401908518144,620.593264516971,7484.7582467771,93.5594780847138,4017.31525717291,50216.4407146613,3614.49578002684,45181.1972503355,3614.03910850772,45175.4888563465,11,410,2,118,11.8,70,3,2240,2,2,30,7,45,0,0,111,11,117,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0.039,0.769,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",678,6220003419,1
8496,6220004022,7,6220,4022,"4022",6210,621025,62,19281067,3921860,108.622280299,35.4305825566,15,85,410,50,490,28,150,15,85,0,"阔叶混","栎类阔叶混",0.08,37.9,5.3,14.410526564358,725,20,11.8246307713696,58.5,428.416336694669,379.445829638696,7470.82261142612,93.3852826428265,4228.5700153095,52857.1251913687,3591.31189748003,44891.3987185004,3592.63115527567,44907.8894409459,21,150,1,68,6.1,60,3,1537,8,3,10,124,65,4,3,111,11,127,221,1,0,3,5,0,0,11,4.68,4.68,0,0,0,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",679,6220004022,1
9638,1400006855,8,1400,6855,"6855",1409,140925,14,19588038,4287959,112.012312549,38.7204691803,7,93,410,57,530,18,421,13,70,23,"阔叶混","栎类阔叶混",0.067,35.5,5.3,12.2964118419174,1284,27,15.242995832857,62.4477611940299,588.17452914742,549.400056063489,6242.81687544315,93.1763712752709,3339.86505488523,49848.7321624662,3007.06716834007,44881.5995274638,3007.36101201696,44885.9852539845,11,410,1,102,7,49,3,1900,2,4,46,112,32,1,2,111,11,111,121,1,0,4,4,0,0,0,4.184,4.184,0,0,0,0.091,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",680,1400006855,1
7135,6100003929,7,6100,3929,"3929",6103,610330,61,18667987,3779907,107.257224786,34.1267948477,15,85,410,41,490,36,210,15,79,6,"阔叶混","栎类阔叶混",0.08,41,5.1,12.9198372714965,1025,35,13.4377895116027,78.2625,508.321263998554,466.634110659359,7449.807775958,93.122597199475,4205.21234561456,52565.154320182,3602.65590557536,45033.198819692,3601.47617702583,45018.4522128229,13,490,2,107,7.8,72,3,1500,2,4,25,112,40,10,5,111,11,233,121,1,0,7,5,0,3,0,6.261,6.261,0,0,0.023,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",681,6100003929,1
15631,1400015403,9,1400,15403,"15403",1411,141126,14,19508067,4099954,111.090665362,37.0309897765,0,100,410,47,590,24,421,19,76,24,"阔叶混","栎类阔叶混",0.067,36.7,5.5,15.5334576023738,881,60,16.6879643404593,68.134328358209,587.229851058718,551.478610096296,6238.4566581027,93.1112934045178,3379.44129656703,50439.4223368214,2989.58699709696,44620.7014492083,2989.74672571674,44623.0854584588,11,620,2,187,12.7,50,3,1530,4,4,20,122,35,0,2,111,11,112,121,1,0,7,2,0,0,0,4.565,4.565,0,0,0.224,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",682,1400015403,1
8447,6220003920,7,6220,3920,"3920",6210,621026,62,19263008,3960954,108.380078097,35.7498516157,0,100,410,53,490,18,530,18,72,28,"阔叶混","栎类阔叶混",0.08,48.5,5.2,14.1928866092501,825,56,13.052247370668,58.8125,475.745108990272,433.12152791481,7447.64194372006,93.0955242965007,4079.81614401468,50997.7018001835,3551.9217290899,44399.0216136238,3554.83524530673,44435.4405663341,11,410,2,152,10.8,60,3,1330,3,3,20,124,40,5,5,111,11,127,121,1,0,4,3,0,0,0,4.705,4.705,0,0,3.073,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",683,6220003920,1
18031,6100002110,9,6100,2110,"2110",6106,610628,61,19299964,4003964,110.421917363,36.2006150897,31,69,410,62,350,31,490,7,69,0,"阔叶混","栎类阔叶混",0.08,33.4,5.3,14.3382431765996,862,58,13.9264642488686,60.5375,505.277674221123,482.79187222384,7446.45397854043,93.0806747317554,4165.20687605278,52065.0859506598,3611.91726990882,45148.9658738602,3613.42396100784,45167.799512598,11,630,4,143,8.5,66,3,1380,7,2,30,122,26,11,2,111,11,111,113,1,0,6,3,0,0,0,4.843,4.843,0,0,0.014,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",684,6100002110,1
6802,6100002248,7,6100,2248,"2248",6106,610630,61,19428004,3979978,110.112885903,35.9469672605,0,100,410,44,420,28,490,28,100,0,"阔叶混","栎类阔叶混",0.08,33.5,5.6,14.6783768095356,738,60,12.4798099192757,58.5,449.181085814411,417.063338819787,7443.17677542117,93.0397096927646,4155.45895673632,51943.236959204,3581.21816033374,44765.2270041717,3582.85354920996,44785.6693651245,11,620,4,147,9.5,80,3,1420,5,4,20,122,65,3,5,111,11,111,121,1,0,7,4,0,0,0,4.68,4.68,0,0,0.109,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",685,6100002248,1
7991,6220002685,7,6220,2685,"2685",6205,620521,62,18628981,3837921,106.277874912,34.6903924611,13,87,410,44,490,26,590,14,71,16,"阔叶混","栎类阔叶混",0.08,29.6,5.1,12.1802840848787,1288,40,15.0020964860726,75.6125,581.089295588559,546.264613191723,7441.38809015954,93.0173511269943,4135.30160408409,51691.2700510511,3587.70021927787,44846.2527409734,3587.3969086195,44842.4613577438,13,620,1,121,10.3,60,3,1986,6,4,30,112,40,5,3,111,11,112,121,1,0,7,3,0,0,0,6.049,6.049,0,0,0,0.159,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",686,6220002685,1
13808,6220003702,8,6220,3702,"3702",6210,621024,62,19284039,4005937,108.66676042,36.1613091613,0,100,410,58,530,18,460,11,77,23,"阔叶混","栎类阔叶混",0.08,44,5.2,17.2638037210494,462,64,10.8261639037194,51.275,364.831978574801,312.919543405444,7427.52637909422,92.8440797386778,4077.54055883678,50969.2569854597,3548.00606377333,44350.0757971666,3549.82854774047,44372.8568467558,11,620,3,296,12,40,3,1220,2,3,25,124,65,3,2,111,11,111,121,1,0,7,3,3,0,0,4.102,4.102,0,0,0.086,0.027,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",687,6220003702,1
13617,6220002948,8,6220,2948,"2948",6205,620503,62,18630036,3789898,105.72794331,34.2082497948,30,70,410,54,200,16,490,16,70,0,"阔叶混","栎类阔叶混",0.08,38.3,5.2,11.1152133920137,1600,38,15.5254956396377,72.8125,623.253773022815,590.575136156845,7426.03862371196,92.8254827963995,4176.93039020564,52211.6298775705,3631.2227411176,45390.28426397,3630.7048193074,45383.8102413426,11,410,1,100,7.2,80,3,1510,7,2,38,122,50,8,3,111,11,111,121,1,0,4,3,3,0,0,5.825,5.825,0,0,0.102,0.105,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",688,6220002948,1
11358,410001489,8,410,1489,"1489",4103,410324,41,19548008,3775977,111.520321184,34.1099255377,0,100,410,60,490,39,460,1,100,0,"阔叶混","栎类阔叶混",0.08,53,5.1,11.687268594116,1112,22,11.9348221336942,61.675,469.495084153581,418.707851256411,7402.29443671102,92.5286804588877,4260.83148077241,53260.3935096552,3550.12329044558,44376.5411305697,3552.0400994543,44400.5012431788,13,620,2,107,7.4,75,3,1280,8,2,30,112,30,3,10,111,11,111,121,1,0,7,4,0,0,0,4.934,3.27,1.664,0,0,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",689,410001489,1
7109,6100003839,7,6100,3839,"3839",6103,610330,61,18676049,3787944,106.823336915,34.2051945175,0,100,410,35,490,31,590,27,71,29,"阔叶混","栎类阔叶混",0.08,51.9,5.1,15.0459919912248,800,45,14.2239927081177,84.75,506.637427887898,459.556958423213,8644.0799488032,108.05099936004,4781.46742031031,59768.3427538789,4132.55345549647,51656.9181937059,4134.55098157265,51681.8872696581,13,490,3,131,9.3,70,3,1700,7,3,35,112,40,10,5,111,11,112,121,1,0,7,5,0,0,0,6.78,6.78,0,0,0.091,0.253,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",690,6100003839,1
18562,6100004021,9,6100,4021,"4021",6103,610330,61,18651956,3771985,110.178969296,34.1120247288,12,88,410,41,460,22,490,15,78,10,"阔叶混","栎类阔叶混",0.08,30.6,5.1,14.9784289340816,900,47,15.8586026356886,95.3875,565.864851704697,520.244711163014,7378.31724094057,92.2289655117571,4044.75833733123,50559.4792166403,3555.60816859698,44445.1021074622,3553.72452667275,44421.5565834094,11,620,3,148,11.9,45,3,1607,6,3,30,122,50,5,5,111,11,112,121,1,0,7,2,0,0,0,7.631,7.631,0,0,0.497,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",691,6100004021,1
2623,6100004732,6,6100,4732,"4732",6109,610923,61,19235902,3715956,108.072491622,33.5357846112,23,77,410,61,490,14,200,13,75,2,"阔叶混","栎类阔叶混",0.08,48.4,5.1,18.0437729406985,388,25,9.90869122166968,69.6625,328.915231010239,277.130745272949,7376.56138220702,92.2070172775877,4167.5031599505,52093.7894993813,3574.89443850943,44686.1804813679,3574.50923200786,44681.3654000982,11,490,2,104,6.8,40,3,1480,1,2,48,8,2,0,0,111,11,117,0,0,1,0,0,0,0,0,5.573,5.573,0,0,0,1.269,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",692,6100004732,1
8403,6220003840,7,6220,3840,"3840",6210,621024,62,19278041,3984982,108.640104388,35.9701015261,0,100,410,51,590,46,490,2,54,46,"阔叶混","栎类阔叶混",0.08,29,6.5,17.1,588,56,13.4924237713441,62.55,457.280771904974,437.03778424433,7376.48400880932,92.2060501101164,3984.25390472564,49803.1738090705,3513.45170178073,43918.1462722591,3515.60311645461,43945.0389556826,11,620,2,180,7.4,60,3,1480,6,3,10,124,65,4,2,111,11,127,122,1,0,7,2,0,0,0,5.004,5.004,0,0,1.657,0.014,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",693,6220003840,1
19980,6220003798,9,6220,3798,"3798",6210,621024,62,19260031,3990914,108.47155745,36.0221296738,0,100,410,51,530,31,590,12,57,43,"阔叶混","栎类阔叶混",0.08,28.7,5,13.0931353123571,1300,49,17.5033245646133,86.025,658.635715694596,634.967623670873,7333.75533558678,91.6719416948347,3916.29191728117,48953.6489660146,3491.0679869844,43638.3498373049,3493.60150840685,43670.0188550856,11,620,2,130,8.5,62,3,1530,4,1,10,123,65,3,2,111,11,127,121,1,0,7,3,0,0,0,6.882,6.882,0,0,0,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",694,6220003798,1
12750,6100004417,8,6100,4417,"4417",6101,610124,61,18771966,3739900,107.999658448,33.7496814855,0,100,410,48,460,15,530,13,82,18,"阔叶混","栎类阔叶混",0.08,24.6,5.8,15.5174201421774,762,50,14.420116446995,84.75,507.06911194463,491.100361083733,7329.8276608207,91.6228457602587,3964.85392301764,49560.6740377205,3500.66613319405,43758.3266649256,3502.48819589865,43781.1024487332,11,410,4,148,13.6,65,3,1840,7,4,22,122,55,20,10,111,11,127,121,1,0,7,2,0,0,0,6.78,6.78,0,0,0.29,0.046,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",695,6100004417,1
6786,6100002222,7,6100,2222,"2222",6106,610631,61,19391970,3983970,110.068557694,35.9824812403,18,82,410,51,590,21,200,18,59,23,"阔叶混","栎类阔叶混",0.08,28.9,5,14.4193033012108,812,71,13.2678882539058,60.0125,480.295426129357,444.407205923085,7316.46742961683,91.4558428702104,4028.80960624614,50360.1200780768,3528.99199521739,44112.3999402173,3531.17947084254,44139.7433855318,11,410,5,221,12.6,60,3,1320,4,3,34,122,80,15,10,111,11,233,121,1,0,6,4,3,2,0,4.801,4.801,0,0,1.204,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",696,6100002222,1
3276,6220003009,6,6220,3009,"3009",6205,620502,62,18575885,3781255,105.822896843,34.1558510604,11,89,410,54,490,24,210,11,78,11,"阔叶混","栎类阔叶混",0.08,29.2,6,13.8003623140844,925,52,13.8360649202616,72.55,509.932654515945,487.586907694458,7298.15749266151,91.2269686582689,4109.04720951997,51363.0901189996,3513.9354810687,43924.1935133588,3514.51435032271,43931.4293790339,11,620,2,138,11.4,70,3,1950,8,3,35,8,50,0,0,111,11,117,0,0,0,0,0,0,0,0,5.804,5.804,0,0,0.551,0.349,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",697,6220003009,1
11601,410002107,8,410,2107,"2107",4103,410327,41,19584046,3807895,111.913980496,34.3953525126,0,100,410,58,490,42,110,0,100,0,"阔叶混","栎类阔叶混",0.08,19.7,5,8.94339380117676,2562,29,16.09750112204,65.3625,704.0236703392,676.795413225238,7297.62551629727,91.2203189537159,4204.10743869687,52551.3429837109,3496.76374085612,43709.5467607015,3499.85304003255,43748.1630004069,13,410,1,103,10.6,85,4,690,8,2,35,122,35,3,7,111,11,112,121,1,0,4,3,0,0,0,5.229,5.229,0,0,0.031,0.039,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",698,410002107,1
3450,6220003763,6,6220,3763,"3763",6210,621024,62,19275044,3996975,108.236466949,36.070254734,0,100,410,45,490,33,590,20,80,20,"阔叶混","栎类阔叶混",0.08,34.1,5.6,12.9980667893245,962,84,12.7716835117483,56.2125,481.72295923068,444.81280540144,7218.21237277128,90.227654659641,4062.96829528022,50787.1036910028,3454.87414054159,43185.9267567699,3456.53327409976,43206.665926247,11,620,5,127,10.3,70,3,1360,4,2,20,9,65,0,0,111,11,117,0,0,0,0,0,0,0,0,4.497,4.497,0,0,0.24,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",699,6220003763,1
18876,6100004631,9,6100,4631,"4631",6110,611026,61,19324066,3723939,108.672633709,33.6212355557,0,100,410,37,510,16,420,12,62,38,"阔叶混","栎类阔叶混",0.08,40.9,5,13.2059860738159,1100,49,15.0669114695069,72.0625,565.03679809541,520.847559922052,7206.89698603135,90.0862123253919,3844.136131299,48051.7016412375,3421.13003677771,42764.1254597213,3422.57776859911,42782.2221074889,13,620,3,135,10.1,75,3,1330,2,3,35,111,40,5,4,111,11,233,121,1,0,7,3,3,2,0,5.765,5.765,0,0,0.041,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",700,6100004631,1
